,agency_cd,site_no,Discharge_cfs_Mean,Dissolved_oxygen_mpl_Maximum,Dissolved_oxygen_mpl_Minimum,Dissolved_oxygen_mpl_Mean,Gage_height_feet_Maximum,Gage_height_feet_Minimum,Gage_height_feet_Mean
2010-10-12,USGS,02204070,82.0,,,,5.03,4.98,5.00
2010-10-13,USGS,02204070,79.9,,,,5.01,4.97,4.99
2010-10-14,USGS,02204070,80.7,,,,5.03,4.97,5.00
2010-10-15,USGS,02204070,82.4,,,,5.04,4.98,5.00
2010-10-16,USGS,02204070,77.2,,,,5.01,4.96,4.98
2010-10-17,USGS,02204070,77.9,,,,5.03,4.96,4.98
2010-10-18,USGS,02204070,83.9,,,,5.03,4.99,5.01
2010-10-19,USGS,02204070,79.6,,,,5.00,4.99,4.99
2010-10-20,USGS,02204070,79.3,,,,4.99,4.99,4.99
2010-10-21,USGS,02204070,79.3,,,,4.99,4.99,4.99
2010-10-22,USGS,02204070,78.7,,,,4.99,4.98,4.99
2010-10-23,USGS,02204070,77.4,,,,4.99,4.97,4.98
2010-10-24,USGS,02204070,77.5,,,,5.00,4.98,4.98
2010-10-25,USGS,02204070,182,,,,5.86,5.00,5.24
2010-10-26,USGS,02204070,183,,,,5.73,5.14,5.32
2010-10-27,USGS,02204070,430,,,,7.73,5.04,5.51
2010-10-28,USGS,02204070,1240,,,,7.73,5.64,6.62
2010-10-29,USGS,02204070,214,,,,5.64,5.28,5.40
2010-10-30,USGS,02204070,151,,,,5.28,5.23,5.25
2010-10-31,USGS,02204070,119,,,,5.24,5.11,5.15
2010-11-01,USGS,02204070,106,,,,5.14,5.07,5.10
2010-11-02,USGS,02204070,102,,,,5.11,5.07,5.09
2010-11-03,USGS,02204070,162,,,,5.88,5.10,5.23
2010-11-04,USGS,02204070,335,,,,5.89,5.42,5.62
2010-11-05,USGS,02204070,171,,,,5.58,5.19,5.30
2010-11-06,USGS,02204070,123,,,,5.19,5.15,5.16
2010-11-07,USGS,02204070,113,,,,5.17,5.11,5.13
2010-11-08,USGS,02204070,108,,,,5.12,5.10,5.11
2010-11-09,USGS,02204070,107,,,,5.11,5.10,5.11
2010-11-10,USGS,02204070,107,,,,5.11,5.10,5.10
2010-11-11,USGS,02204070,104,,,,5.10,5.09,5.10
2010-11-12,USGS,02204070,102,,,,5.09,5.08,5.09
2010-11-13,USGS,02204070,100,,,,5.09,5.08,5.08
2010-11-14,USGS,02204070,100,,,,5.09,5.08,5.08
2010-11-15,USGS,02204070,624,,,,7.32,5.09,5.79
2010-11-16,USGS,02204070,487,,,,6.78,5.52,5.81
2010-11-17,USGS,02204070,193,,,,5.52,5.28,5.36
2010-11-18,USGS,02204070,154,,,,5.28,5.25,5.26
2010-11-19,USGS,02204070,129,,,,5.25,5.15,5.18
2010-11-20,USGS,02204070,120,,,,5.18,5.14,5.15
2010-11-21,USGS,02204070,119,,,,5.18,5.14,5.15
2010-11-22,USGS,02204070,117,,,,5.17,5.13,5.14
2010-11-23,USGS,02204070,113,,,,5.13,5.13,5.13
2010-11-24,USGS,02204070,136,,,,5.27,5.13,5.21
2010-11-25,USGS,02204070,126,,,,5.22,5.15,5.17
2010-11-26,USGS,02204070,118,,,,5.19,5.13,5.15
2010-11-27,USGS,02204070,123,,,,5.19,5.13,5.16
2010-11-28,USGS,02204070,115,,,,5.17,5.12,5.14
2010-11-29,USGS,02204070,112,,,,5.18,5.12,5.13
2010-11-30,USGS,02204070,670,,,,8.68,5.18,5.94
2010-12-01,USGS,02204070,2590,,,,9.34,6.01,7.69
2010-12-02,USGS,02204070,400,,,,6.01,5.56,5.71
2010-12-03,USGS,02204070,251,,,,5.56,5.41,5.48
2010-12-04,USGS,02204070,183,,,,5.42,5.29,5.33
2010-12-05,USGS,02204070,160,,,,5.32,5.24,5.27
2010-12-06,USGS,02204070,147,,,,5.27,5.21,5.23
2010-12-07,USGS,02204070,139,,,,5.23,5.18,5.21
2010-12-08,USGS,02204070,135,,,,5.22,5.18,5.20
2010-12-09,USGS,02204070,132,,,,5.20,5.16,5.18
2010-12-10,USGS,02204070,130,,,,5.19,5.16,5.18
2010-12-11,USGS,02204070,129,,,,5.20,5.16,5.18
2010-12-12,USGS,02204070,395,,,,6.26,5.20,5.64
2010-12-13,USGS,02204070,200,,,,5.62,5.26,5.36
2010-12-14,USGS,02204070,145,,,,5.27,5.20,5.23
2010-12-15,USGS,02204070,139,,,,5.23,5.18,5.21
2010-12-16,USGS,02204070,142,,,,5.30,5.19,5.22
2010-12-17,USGS,02204070,212,,,,5.49,5.30,5.40
2010-12-18,USGS,02204070,170,,,,5.44,5.23,5.29
2010-12-19,USGS,02204070,190,,,,5.48,5.27,5.34
2010-12-20,USGS,02204070,145,,,,5.27,5.20,5.23
2010-12-21,USGS,02204070,141,,,,5.24,5.19,5.21
2010-12-22,USGS,02204070,140,,,,5.23,5.18,5.21
2010-12-23,USGS,02204070,134,,,,5.22,5.16,5.19
2010-12-24,USGS,02204070,131,,,,5.21,5.16,5.18
2010-12-25,USGS,02204070,134,,,,5.25,5.16,5.19
2010-12-26,USGS,02204070,197,,,,5.46,5.25,5.36
2010-12-27,USGS,02204070,146,,,,5.31,5.19,5.23
2010-12-28,USGS,02204070,136,,,,5.22,5.17,5.20
2010-12-29,USGS,02204070,135,,,,5.22,5.17,5.19
2010-12-30,USGS,02204070,131,,,,5.21,5.16,5.18
2010-12-31,USGS,02204070,131,,,,5.21,5.16,5.18
2011-01-01,USGS,02204070,310,,,,7.13,5.16,5.44
2011-01-02,USGS,02204070,650,,,,7.13,5.51,5.99
2011-01-03,USGS,02204070,214,,,,5.51,5.37,5.41
2011-01-04,USGS,02204070,182,,,,5.37,5.31,5.33
2011-01-05,USGS,02204070,162,,,,5.31,5.24,5.27
2011-01-06,USGS,02204070,187,,,,5.39,5.29,5.34
2011-01-07,USGS,02204070,156,,,,5.31,5.23,5.26
2011-01-08,USGS,02204070,146,,,,5.24,5.21,5.23
2011-01-09,USGS,02204070,139,,,,5.24,5.18,5.21
2011-01-10,USGS,02204070,154,,,,5.31,5.23,5.25
2011-01-11,USGS,02204070,184,,,,5.42,5.31,5.33
2011-01-12,USGS,02204070,227,,,,5.54,5.32,5.43
2011-01-13,USGS,02204070,157,,,,5.32,5.24,5.26
2011-01-14,USGS,02204070,151,,,,5.26,5.23,5.24
2011-01-15,USGS,02204070,152,,,,5.27,5.23,5.25
2011-01-16,USGS,02204070,158,,,,5.29,5.24,5.26
2011-01-17,USGS,02204070,160,,,,5.30,5.24,5.27
2011-01-18,USGS,02204070,161,,,,5.30,5.25,5.27
2011-01-19,USGS,02204070,155,,,,5.28,5.24,5.25
2011-01-20,USGS,02204070,148,,,,5.25,5.22,5.23
2011-01-21,USGS,02204070,145,,,,5.24,5.21,5.23
2011-01-22,USGS,02204070,142,,,,5.24,5.19,5.21
2011-01-23,USGS,02204070,139,,,,5.24,5.17,5.21
2011-01-24,USGS,02204070,136,,,,5.23,5.17,5.20
2011-01-25,USGS,02204070,152,,,,5.43,5.20,5.24
2011-01-26,USGS,02204070,423,,,,5.86,5.43,5.74
2011-01-27,USGS,02204070,218,,,,5.60,5.32,5.41
2011-01-28,USGS,02204070,167,,,,5.32,5.26,5.29
2011-01-29,USGS,02204070,156,,,,5.28,5.24,5.26
2011-01-30,USGS,02204070,150,,,,5.27,5.22,5.24
2011-01-31,USGS,02204070,149,,,,5.26,5.21,5.24
2011-02-01,USGS,02204070,155,,,,5.47,5.23,5.25
2011-02-02,USGS,02204070,1440,,,,8.33,5.47,6.78
2011-02-03,USGS,02204070,359,,,,5.89,5.55,5.65
2011-02-04,USGS,02204070,991,,,,8.14,5.57,6.32
2011-02-05,USGS,02204070,1940,,,,8.24,6.26,7.29
2011-02-06,USGS,02204070,587,,,,6.26,5.76,5.95
2011-02-07,USGS,02204070,361,,,,5.76,5.61,5.66
2011-02-08,USGS,02204070,277,,,,5.61,5.49,5.53
2011-02-09,USGS,02204070,227,,,,5.49,5.41,5.43
2011-02-10,USGS,02204070,231,,,,5.48,5.41,5.44
2011-02-11,USGS,02204070,213,,,,5.47,5.37,5.40
2011-02-12,USGS,02204070,191,,,,5.38,5.32,5.35
2011-02-13,USGS,02204070,184,,,,5.37,5.30,5.33
2011-02-14,USGS,02204070,176,,,,5.36,5.29,5.31
2011-02-15,USGS,02204070,168,,,,5.32,5.28,5.29
2011-02-16,USGS,02204070,163,,,,5.30,5.26,5.28
2011-02-17,USGS,02204070,161,,,,5.28,5.26,5.27
2011-02-18,USGS,02204070,162,,,,5.29,5.25,5.27
2011-02-19,USGS,02204070,160,,,,5.29,5.24,5.27
2011-02-20,USGS,02204070,155,,,,5.29,5.23,5.26
2011-02-21,USGS,02204070,153,,,,5.29,5.23,5.25
2011-02-22,USGS,02204070,151,,,,5.27,5.23,5.24
2011-02-23,USGS,02204070,146,,,,5.24,5.21,5.23
2011-02-24,USGS,02204070,146,,,,5.24,5.21,5.23
2011-02-25,USGS,02204070,312,,,,6.05,5.24,5.53
2011-02-26,USGS,02204070,215,,,,5.67,5.32,5.40
2011-02-27,USGS,02204070,161,,,,5.32,5.24,5.27
2011-02-28,USGS,02204070,176,,,,5.83,5.23,5.30
2011-03-01,USGS,02204070,939,,,,7.50,5.63,6.31
2011-03-02,USGS,02204070,257,,,,5.63,5.43,5.49
2011-03-03,USGS,02204070,205,,,,5.44,5.33,5.38
2011-03-04,USGS,02204070,172,,,,5.33,5.28,5.30
2011-03-05,USGS,02204070,261,,,,5.89,5.29,5.46
2011-03-06,USGS,02204070,795,,,,6.52,5.82,6.18
2011-03-07,USGS,02204070,369,,,,6.00,5.54,5.67
2011-03-08,USGS,02204070,240,,,,5.54,5.41,5.46
2011-03-09,USGS,02204070,1080,,,,8.54,5.39,6.28
2011-03-10,USGS,02204070,1390,,,,8.25,6.17,6.80
2011-03-11,USGS,02204070,514,,,,6.17,5.70,5.86
2011-03-12,USGS,02204070,337,,,,5.70,5.60,5.63
2011-03-13,USGS,02204070,274,,,,5.60,5.49,5.53
2011-03-14,USGS,02204070,239,,,,5.51,5.43,5.46
2011-03-15,USGS,02204070,1130,,,,7.88,5.43,6.44
2011-03-16,USGS,02204070,612,,,,6.52,5.72,5.98
2011-03-17,USGS,02204070,338,,,,5.72,5.58,5.63
2011-03-18,USGS,02204070,279,,,,5.58,5.51,5.54
2011-03-19,USGS,02204070,251,,,,5.51,5.46,5.48
2011-03-20,USGS,02204070,221,,,,5.46,5.39,5.42
2011-03-21,USGS,02204070,210,,,,5.43,5.37,5.40
2011-03-22,USGS,02204070,200,,,,5.39,5.36,5.37
2011-03-23,USGS,02204070,192,,,,5.37,5.33,5.35
2011-03-24,USGS,02204070,187,,,,5.37,5.32,5.34
2011-03-25,USGS,02204070,179,,,,5.37,5.30,5.32
2011-03-26,USGS,02204070,226,,,,6.60,5.28,5.39
2011-03-27,USGS,02204070,2520,,,,9.04,6.45,7.74
2011-03-28,USGS,02204070,1820,,,,8.29,6.28,7.17
2011-03-29,USGS,02204070,689,,,,6.49,5.85,6.06
2011-03-30,USGS,02204070,1140,,,,7.54,5.80,6.53
2011-03-31,USGS,02204070,663,,,,6.32,5.82,6.03
2011-04-01,USGS,02204070,417,,,,5.82,5.67,5.72
2011-04-02,USGS,02204070,344,,,,5.67,5.58,5.61
2011-04-03,USGS,02204070,299,,,,5.58,5.52,5.55
2011-04-04,USGS,02204070,267,,,,5.52,5.47,5.49
2011-04-05,USGS,02204070,1220,,,,8.06,5.48,6.56
2011-04-06,USGS,02204070,433,,,,5.96,5.63,5.74
2011-04-07,USGS,02204070,317,,,,5.63,5.55,5.57
2011-04-08,USGS,02204070,271,,,,5.55,5.47,5.49
2011-04-09,USGS,02204070,254,,,,5.48,5.45,5.46
2011-04-10,USGS,02204070,242,,,,,,
2011-04-11,USGS,02204070,226,,,,,,
2011-04-12,USGS,02204070,309,,,,,,
2011-04-13,USGS,02204070,261,,,,,,
2011-04-14,USGS,02204070,205,,,,,,
2011-04-15,USGS,02204070,185,,,,,,
2011-04-16,USGS,02204070,1220,,,,,,
2011-04-17,USGS,02204070,616,,,,6.20,5.76,5.97
2011-04-18,USGS,02204070,349,,,,5.76,5.51,5.62
2011-04-19,USGS,02204070,254,,,,5.51,5.42,5.46
2011-04-20,USGS,02204070,214,,,,,,
2011-04-21,USGS,02204070,188,,,,,,
2011-04-22,USGS,02204070,300,,,,,,
2011-04-23,USGS,02204070,248,,,,,,
2011-04-24,USGS,02204070,203,,,,,,
2011-04-25,USGS,02204070,179,,,,,,
2011-04-26,USGS,02204070,166,,,,,,
2011-04-27,USGS,02204070,168,,,,,,
2011-04-28,USGS,02204070,445,,,,6.29,5.30,5.72
2011-04-29,USGS,02204070,209,,,,5.51,5.29,5.36
2011-04-30,USGS,02204070,169,,,,5.29,5.24,5.26
2011-05-01,USGS,02204070,163,,,,5.27,5.23,5.25
2011-05-02,USGS,02204070,158,,,,5.26,5.22,5.23
2011-05-03,USGS,02204070,156,,,,5.24,5.20,5.23
2011-05-04,USGS,02204070,491,,,,6.41,5.24,5.78
2011-05-05,USGS,02204070,210,,,,5.47,5.32,5.37
2011-05-06,USGS,02204070,168,,,,5.32,5.23,5.26
2011-05-07,USGS,02204070,157,,,,5.25,5.21,5.23
2011-05-08,USGS,02204070,154,,,,5.24,5.20,5.22
2011-05-09,USGS,02204070,151,,,,5.24,5.19,5.21
2011-05-10,USGS,02204070,147,,,,5.23,5.18,5.20
2011-05-11,USGS,02204070,143,,,,5.21,5.17,5.19
2011-05-12,USGS,02204070,140,,,,5.19,5.17,5.18
2011-05-13,USGS,02204070,135,,,,5.18,5.15,5.17
2011-05-14,USGS,02204070,134,,,,5.19,5.13,5.16
2011-05-15,USGS,02204070,135,,,,5.19,5.13,5.16
2011-05-16,USGS,02204070,134,,,,5.20,5.14,5.16
2011-05-17,USGS,02204070,137,,,,5.19,5.16,5.17
2011-05-18,USGS,02204070,132,,,,5.18,5.13,5.15
2011-05-19,USGS,02204070,128,,,,5.16,5.12,5.14
2011-05-20,USGS,02204070,127,,,,5.15,5.12,5.14
2011-05-21,USGS,02204070,125,,,,5.16,5.12,5.13
2011-05-22,USGS,02204070,124,,,,5.15,5.11,5.13
2011-05-23,USGS,02204070,120,,,,5.15,5.09,5.11
2011-05-24,USGS,02204070,117,,,,5.13,5.08,5.10
2011-05-25,USGS,02204070,114,,,,5.11,5.08,5.09
2011-05-26,USGS,02204070,116,,,,5.23,5.07,5.10
2011-05-27,USGS,02204070,1620,,,,8.44,5.23,6.92
2011-05-28,USGS,02204070,336,,,,5.99,5.43,5.60
2011-05-29,USGS,02204070,191,,,,5.43,5.32,5.35
2011-05-30,USGS,02204070,143,,,,5.32,5.20,5.23
2011-05-31,USGS,02204070,127,,,,5.22,5.15,5.18
2011-06-01,USGS,02204070,118,,,,5.17,5.12,5.15
2011-06-02,USGS,02204070,112,,,,5.15,5.10,5.12
2011-06-03,USGS,02204070,109,,,,5.13,5.09,5.11
2011-06-04,USGS,02204070,105,,,,5.12,5.08,5.10
2011-06-05,USGS,02204070,103,,,,5.12,5.06,5.09
2011-06-06,USGS,02204070,98.9,,,,5.11,5.05,5.07
2011-06-07,USGS,02204070,95.5,,,,5.08,5.03,5.06
2011-06-08,USGS,02204070,94.2,,,,5.07,5.04,5.06
2011-06-09,USGS,02204070,91.8,,,,5.06,5.02,5.05
2011-06-10,USGS,02204070,90.8,,,,5.06,5.01,5.04
2011-06-11,USGS,02204070,89.5,,,,5.07,5.01,5.04
2011-06-12,USGS,02204070,88.2,,,,5.06,5.01,5.03
2011-06-13,USGS,02204070,86.6,,,,5.06,5.00,5.02
2011-06-14,USGS,02204070,83.7,,,,5.04,4.98,5.01
2011-06-15,USGS,02204070,84.7,,,,5.12,4.98,5.01
2011-06-16,USGS,02204070,282,,,,5.93,5.12,5.50
2011-06-17,USGS,02204070,121,,,,5.31,5.10,5.16
2011-06-18,USGS,02204070,98.8,,,,5.11,5.05,5.07
2011-06-19,USGS,02204070,208,,,,5.70,5.10,5.37
2011-06-20,USGS,02204070,124,,,,5.25,5.13,5.16
2011-06-21,USGS,02204070,98.1,,,,5.13,5.04,5.07
2011-06-22,USGS,02204070,92.2,,,,5.14,5.01,5.05
2011-06-23,USGS,02204070,348,,,,6.27,5.14,5.59
2011-06-24,USGS,02204070,132,,,,5.26,5.14,5.19
2011-06-25,USGS,02204070,275,,,,5.93,5.13,5.49
2011-06-26,USGS,02204070,132,,,,5.29,5.13,5.19
2011-06-27,USGS,02204070,358,,,,6.27,5.23,5.61
2011-06-28,USGS,02204070,135,,,,5.31,5.15,5.20
2011-06-29,USGS,02204070,99.6,,,,5.15,5.04,5.08
2011-06-30,USGS,02204070,90.9,,,,5.08,5.02,5.04
2011-07-01,USGS,02204070,87.3,,,,5.06,5.01,5.03
2011-07-02,USGS,02204070,85.3,,,,5.04,5.00,5.02
2011-07-03,USGS,02204070,95.9,,,,5.15,5.00,5.06
2011-07-04,USGS,02204070,93.0,,,,5.15,5.01,5.05
2011-07-05,USGS,02204070,287,,,,5.81,5.15,5.52
2011-07-06,USGS,02204070,159,,,,5.44,5.17,5.27
2011-07-07,USGS,02204070,101,,,,5.17,5.04,5.08
2011-07-08,USGS,02204070,88.0,,,,5.07,5.01,5.03
2011-07-09,USGS,02204070,99.5,,,,5.11,5.02,5.08
2011-07-10,USGS,02204070,169,,,,5.53,5.11,5.29
2011-07-11,USGS,02204070,108,,,,5.18,5.08,5.11
2011-07-12,USGS,02204070,103,,,,5.25,4.99,5.09
2011-07-13,USGS,02204070,97.5,,,,5.13,5.04,5.07
2011-07-14,USGS,02204070,124,,,,5.75,5.00,5.14
2011-07-15,USGS,02204070,350,,,,5.85,5.30,5.63
2011-07-16,USGS,02204070,126,,,,5.30,5.13,5.17
2011-07-17,USGS,02204070,102,,,,5.14,5.06,5.09
2011-07-18,USGS,02204070,91.2,,,,5.11,5.01,5.04
2011-07-19,USGS,02204070,158,,,,5.46,5.08,5.26
2011-07-20,USGS,02204070,189,,,,6.91,5.13,5.26
2011-07-21,USGS,02204070,572,,,,7.03,5.33,5.87
2011-07-22,USGS,02204070,247,,,,5.84,5.23,5.45
2011-07-23,USGS,02204070,120,,,,5.23,5.12,5.15
2011-07-24,USGS,02204070,103,,,,5.13,5.07,5.09
2011-07-25,USGS,02204070,109,,,,5.50,5.01,5.10
2011-07-26,USGS,02204070,272,,,,5.75,5.25,5.51
2011-07-27,USGS,02204070,122,,,,5.25,5.12,5.16
2011-07-28,USGS,02204070,96.3,,,,5.12,5.03,5.06
2011-07-29,USGS,02204070,88.4,,,,5.06,5.01,5.03
2011-07-30,USGS,02204070,85.4,,,,5.06,4.99,5.02
2011-07-31,USGS,02204070,94.0,,,,5.11,5.01,5.05
2011-08-01,USGS,02204070,83.0,,,,5.05,4.97,5.01
2011-08-02,USGS,02204070,146,,,,5.40,5.05,5.23
2011-08-03,USGS,02204070,90.1,,,,5.14,5.00,5.04
2011-08-04,USGS,02204070,97.2,,,,5.27,4.96,5.05
2011-08-05,USGS,02204070,109,,,,5.24,5.05,5.11
2011-08-06,USGS,02204070,136,,,,6.47,5.00,5.12
2011-08-07,USGS,02204070,624,,,,6.94,5.43,5.96
2011-08-08,USGS,02204070,154,,,,5.43,5.17,5.26
2011-08-09,USGS,02204070,301,,,,6.08,5.18,5.52
2011-08-10,USGS,02204070,119,,,,5.27,5.10,5.15
2011-08-11,USGS,02204070,96.2,,,,5.11,5.03,5.06
2011-08-12,USGS,02204070,81.5,,,,5.03,4.97,5.00
2011-08-13,USGS,02204070,78.2,,,,5.05,4.97,4.98
2011-08-14,USGS,02204070,104,,,,5.15,5.04,5.09
2011-08-15,USGS,02204070,82.4,,,,5.09,4.96,5.00
2011-08-16,USGS,02204070,72.7,,,,4.99,4.93,4.96
2011-08-17,USGS,02204070,70.5,,,,4.98,4.92,4.95
2011-08-18,USGS,02204070,69.2,,,,4.96,4.91,4.94
2011-08-19,USGS,02204070,75.8,,,,5.01,4.93,4.97
2011-08-20,USGS,02204070,69.7,,,,5.02,4.92,4.94
2011-08-21,USGS,02204070,79.4,,,,5.04,4.95,4.99
2011-08-22,USGS,02204070,79.7,,,,5.03,4.96,4.99
2011-08-23,USGS,02204070,73.3,,,,5.03,4.91,4.96
2011-08-24,USGS,02204070,64.1,,,,4.95,4.87,4.91
2011-08-25,USGS,02204070,62.8,,,,4.93,4.87,4.90
2011-08-26,USGS,02204070,61.5,,,,4.93,4.86,4.90
2011-08-27,USGS,02204070,60.4,,,,4.93,4.86,4.89
2011-08-28,USGS,02204070,60.7,,,,4.93,4.86,4.89
2011-08-29,USGS,02204070,65.3,,,,4.95,4.89,4.92
2011-08-30,USGS,02204070,57.2,,,,4.92,4.82,4.87
2011-08-31,USGS,02204070,57.0,,,,4.91,4.82,4.87
2011-09-01,USGS,02204070,56.5,,,,4.89,4.83,4.87
2011-09-02,USGS,02204070,56.6,,,,4.90,4.83,4.87
2011-09-03,USGS,02204070,56.3,,,,4.92,4.84,4.87
2011-09-04,USGS,02204070,57.5,,,,4.92,4.84,4.87
2011-09-05,USGS,02204070,66.4,,,,5.05,4.87,4.92
2011-09-06,USGS,02204070,216,,,,5.79,5.05,5.38
2011-09-07,USGS,02204070,91.0,,,,5.17,4.98,5.04
2011-09-08,USGS,02204070,75.3,,,,5.00,4.94,4.97
2011-09-09,USGS,02204070,70.1,,,,4.98,4.92,4.94
2011-09-10,USGS,02204070,66.7,,,,4.96,4.91,4.93
2011-09-11,USGS,02204070,65.3,,,,4.96,4.89,4.92
2011-09-12,USGS,02204070,63.7,,,,4.96,4.87,4.91
2011-09-13,USGS,02204070,60.5,,,,4.92,4.85,4.89
2011-09-14,USGS,02204070,59.6,,,,4.91,4.85,4.89
2011-09-15,USGS,02204070,58.1,,,,4.91,4.84,4.88
2011-09-16,USGS,02204070,56.0,,,,4.90,4.83,4.86
2011-09-17,USGS,02204070,56.7,,,,4.92,4.85,4.87
2011-09-18,USGS,02204070,58.1,,,,4.92,4.85,4.88
2011-09-19,USGS,02204070,59.2,,,,4.94,4.84,4.88
2011-09-20,USGS,02204070,57.9,,,,4.91,4.84,4.88
2011-09-21,USGS,02204070,60.8,,,,4.92,4.86,4.89
2011-09-22,USGS,02204070,62.7,,,,4.95,4.87,4.90
2011-09-23,USGS,02204070,573,,,,6.87,4.95,5.81
2011-09-24,USGS,02204070,164,,,,5.57,5.16,5.28
2011-09-25,USGS,02204070,102,,,,5.16,5.06,5.09
2011-09-26,USGS,02204070,78.7,,,,5.08,4.94,4.99
2011-09-27,USGS,02204070,70.7,,,,4.98,4.91,4.95
2011-09-28,USGS,02204070,68.4,,,,4.96,4.91,4.94
2011-09-29,USGS,02204070,67.4,,,,4.95,4.90,4.93
2011-09-30,USGS,02204070,66.2,,,,4.95,4.90,4.92
2011-10-01,USGS,02204070,64.6,,,,4.95,4.90,4.92
2011-10-02,USGS,02204070,65.1,,,,4.97,4.89,4.92
2011-10-03,USGS,02204070,64.9,,,,4.97,4.87,4.92
2011-10-04,USGS,02204070,62.7,,,,4.93,4.87,4.90
2011-10-05,USGS,02204070,62.9,,,,4.93,4.87,4.91
2011-10-06,USGS,02204070,63.3,,,,4.93,4.87,4.91
2011-10-07,USGS,02204070,62.3,,,,4.93,4.86,4.90
2011-10-08,USGS,02204070,62.4,,,,4.94,4.88,4.90
2011-10-09,USGS,02204070,61.4,,,,4.93,4.87,4.90
2011-10-10,USGS,02204070,63.0,,,,4.94,4.88,4.91
2011-10-11,USGS,02204070,77.5,,,,5.14,4.93,4.98
2011-10-12,USGS,02204070,106,,,,5.14,5.05,5.10
2011-10-13,USGS,02204070,81.4,,,,5.06,4.96,5.00
2011-10-14,USGS,02204070,91.1,,,,5.07,5.02,5.04
2011-10-15,USGS,02204070,83.0,,,,5.07,4.97,5.01
2011-10-16,USGS,02204070,71.9,,,,5.00,4.93,4.95
2011-10-17,USGS,02204070,69.0,,,,4.99,4.90,4.94
2011-10-18,USGS,02204070,67.5,,,,4.97,4.89,4.93
2011-10-19,USGS,02204070,232,,,,5.89,4.96,5.34
2011-10-20,USGS,02204070,145,,,,5.55,5.08,5.22
2011-10-21,USGS,02204070,86.0,,,,5.09,4.98,5.02
2011-10-22,USGS,02204070,74.8,,,,5.00,4.95,4.97
2011-10-23,USGS,02204070,74.1,,,,5.00,4.94,4.96
2011-10-24,USGS,02204070,74.1,,,,5.00,4.93,4.96
2011-10-25,USGS,02204070,70.9,,,,4.98,4.92,4.95
2011-10-26,USGS,02204070,70.4,,,,4.97,4.92,4.95
2011-10-27,USGS,02204070,69.4,,,,4.97,4.91,4.94
2011-10-28,USGS,02204070,70.8,,,,4.98,4.92,4.95
2011-10-29,USGS,02204070,85.2,,,,5.13,4.94,5.01
2011-10-30,USGS,02204070,84.2,,,,5.12,4.97,5.01
2011-10-31,USGS,02204070,73.7,,,,5.00,4.91,4.96
2011-11-01,USGS,02204070,71.2,,,,4.98,4.91,4.95
2011-11-02,USGS,02204070,71.1,,,,4.98,4.91,4.95
2011-11-03,USGS,02204070,73.2,,,,5.02,4.91,4.96
2011-11-04,USGS,02204070,277,,,,5.90,5.02,5.49
2011-11-05,USGS,02204070,104,,,,5.23,5.04,5.09
2011-11-06,USGS,02204070,81.9,,,,5.05,4.98,5.00
2011-11-07,USGS,02204070,78.6,,,,5.03,4.95,4.99
2011-11-08,USGS,02204070,76.4,,,,5.00,4.95,4.98
2011-11-09,USGS,02204070,76.2,,,,5.00,4.95,4.98
2011-11-10,USGS,02204070,75.7,,,,5.00,4.94,4.97
2011-11-11,USGS,02204070,74.3,,,,4.99,4.94,4.97
2011-11-12,USGS,02204070,74.5,,,,5.00,4.95,4.97
2011-11-13,USGS,02204070,76.2,,,,5.02,4.95,4.97
2011-11-14,USGS,02204070,77.9,,,,5.02,4.95,4.98
2011-11-15,USGS,02204070,77.2,,,,5.00,4.95,4.98
2011-11-16,USGS,02204070,159,,,,5.72,4.99,5.19
2011-11-17,USGS,02204070,183,,,,5.63,5.15,5.32
2011-11-18,USGS,02204070,94.1,,,,5.15,5.01,5.05
2011-11-19,USGS,02204070,83.0,,,,5.04,4.98,5.01
2011-11-20,USGS,02204070,85.4,,,,5.07,5.00,5.02
2011-11-21,USGS,02204070,90.9,,,,5.08,5.01,5.04
2011-11-22,USGS,02204070,86.4,,,,5.08,5.00,5.02
2011-11-23,USGS,02204070,397,,,,6.13,5.08,5.67
2011-11-24,USGS,02204070,135,,,,5.37,5.14,5.20
2011-11-25,USGS,02204070,95.8,,,,5.14,5.03,5.06
2011-11-26,USGS,02204070,90.6,,,,5.08,5.01,5.04
2011-11-27,USGS,02204070,89.8,,,,5.08,5.00,5.04
2011-11-28,USGS,02204070,141,,,,5.98,5.03,5.16
2011-11-29,USGS,02204070,286,,,,6.00,5.22,5.50
2011-11-30,USGS,02204070,120,,,,5.22,5.11,5.15
2011-12-01,USGS,02204070,96.1,,,,5.11,5.03,5.06
2011-12-02,USGS,02204070,90.6,,,,5.07,5.01,5.04
2011-12-03,USGS,02204070,87.3,,,,5.07,5.01,5.03
2011-12-04,USGS,02204070,89.2,,,,5.08,5.00,5.03
2011-12-05,USGS,02204070,88.1,,,,5.08,5.00,5.03
2011-12-06,USGS,02204070,90.3,,,,5.10,5.01,5.04
2011-12-07,USGS,02204070,287,,,,5.80,5.10,5.51
2011-12-08,USGS,02204070,226,,,,5.66,5.23,5.42
2011-12-09,USGS,02204070,118,,,,5.23,5.10,5.15
2011-12-10,USGS,02204070,101,,,,5.11,5.06,5.08
2011-12-11,USGS,02204070,95.6,,,,5.10,5.04,5.06
2011-12-12,USGS,02204070,92.1,,,,5.09,5.01,5.05
2011-12-13,USGS,02204070,92.9,,,,5.07,5.03,5.05
