,agency_cd,site_no,Discharge_cfs_Mean,Dissolved_oxygen_mpl_Maximum,Dissolved_oxygen_mpl_Minimum,Dissolved_oxygen_mpl_Mean,Gage_height_feet_Maximum,Gage_height_feet_Minimum,Gage_height_feet_Mean
2011-12-14,USGS,02204070,89.0,,,,5.05,5.01,5.03
2011-12-15,USGS,02204070,88.9,,,,5.05,5.01,5.03
2011-12-16,USGS,02204070,88.7,,,,5.05,5.01,5.03
2011-12-17,USGS,02204070,87.3,,,,5.06,5.01,5.03
2011-12-18,USGS,02204070,86.3,,,,5.06,5.00,5.02
2011-12-19,USGS,02204070,86.4,,,,5.05,5.00,5.02
2011-12-20,USGS,02204070,87.4,,,,5.07,5.00,5.03
2011-12-21,USGS,02204070,210,,,,7.27,5.07,5.28
2011-12-22,USGS,02204070,714,,,,7.39,5.52,6.05
2011-12-23,USGS,02204070,1240,,,,8.10,5.62,6.59
2011-12-24,USGS,02204070,228,,,,5.62,5.35,5.44
2011-12-25,USGS,02204070,182,,,,5.82,5.25,5.33
2011-12-26,USGS,02204070,362,,,,6.11,5.34,5.63
2011-12-27,USGS,02204070,1210,,,,8.09,5.34,6.51
2011-12-28,USGS,02204070,419,,,,6.23,5.52,5.74
2011-12-29,USGS,02204070,213,,,,5.52,5.33,5.41
2011-12-30,USGS,02204070,149,,,,5.33,5.21,5.25
2011-12-31,USGS,02204070,134,,,,5.24,5.17,5.20
2012-01-01,USGS,02204070,127,,,,5.23,5.14,5.18
2012-01-02,USGS,02204070,119,,,,5.20,5.12,5.15
2012-01-03,USGS,02204070,108,,,,5.15,5.08,5.11
2012-01-04,USGS,02204070,105,,,,5.13,5.08,5.10
2012-01-05,USGS,02204070,105,,,,5.12,5.08,5.10
2012-01-06,USGS,02204070,103,,,,5.11,5.06,5.09
2012-01-07,USGS,02204070,103,,,,5.11,5.07,5.09
2012-01-08,USGS,02204070,105,,,,5.14,5.07,5.10
2012-01-09,USGS,02204070,137,,,,5.28,5.14,5.21
2012-01-10,USGS,02204070,121,,,,5.25,5.11,5.15
2012-01-11,USGS,02204070,188,,,,5.55,5.16,5.34
2012-01-12,USGS,02204070,166,,,,5.54,5.17,5.29
2012-01-13,USGS,02204070,114,,,,5.17,5.09,5.13
2012-01-14,USGS,02204070,104,,,,5.13,5.07,5.10
2012-01-15,USGS,02204070,102,,,,5.13,5.06,5.09
2012-01-16,USGS,02204070,100,,,,5.12,5.05,5.08
2012-01-17,USGS,02204070,103,,,,5.16,5.07,5.09
2012-01-18,USGS,02204070,426,,,,6.29,5.16,5.70
2012-01-19,USGS,02204070,169,,,,5.48,5.23,5.30
2012-01-20,USGS,02204070,132,,,,5.23,5.17,5.20
2012-01-21,USGS,02204070,1890,,,,9.62,5.23,6.93
2012-01-22,USGS,02204070,1850,,,,9.63,5.89,7.06
2012-01-23,USGS,02204070,816,,,,7.21,5.72,6.19
2012-01-24,USGS,02204070,621,,,,6.82,5.67,5.98
2012-01-25,USGS,02204070,290,,,,5.67,5.50,5.56
2012-01-26,USGS,02204070,224,,,,5.50,5.41,5.44
2012-01-27,USGS,02204070,272,,,,5.62,5.42,5.53
2012-01-28,USGS,02204070,192,,,,5.48,5.32,5.36
2012-01-29,USGS,02204070,157,,,,5.32,5.25,5.27
2012-01-30,USGS,02204070,146,,,,5.27,5.22,5.24
2012-01-31,USGS,02204070,140,,,,5.23,5.21,5.22
2012-02-01,USGS,02204070,140,,,,5.30,5.19,5.22
2012-02-02,USGS,02204070,264,,,,5.73,5.30,5.50
2012-02-03,USGS,02204070,155,,,,5.34,5.23,5.26
2012-02-04,USGS,02204070,141,,,,5.24,5.20,5.22
2012-02-05,USGS,02204070,140,,,,5.25,5.19,5.22
2012-02-06,USGS,02204070,134,,,,5.24,5.17,5.20
2012-02-07,USGS,02204070,127,,,,5.20,5.16,5.18
2012-02-08,USGS,02204070,123,,,,5.19,5.14,5.17
2012-02-09,USGS,02204070,120,,,,5.17,5.13,5.15
2012-02-10,USGS,02204070,118,,,,5.17,5.13,5.15
2012-02-11,USGS,02204070,118,,,,5.17,5.13,5.15
2012-02-12,USGS,02204070,114,,,,5.17,5.10,5.13
2012-02-13,USGS,02204070,115,,,,5.17,5.11,5.14
2012-02-14,USGS,02204070,127,,,,5.28,5.15,5.18
2012-02-15,USGS,02204070,139,,,,5.28,5.17,5.22
2012-02-16,USGS,02204070,126,,,,5.22,5.15,5.17
2012-02-17,USGS,02204070,140,,,,5.26,5.19,5.22
2012-02-18,USGS,02204070,124,,,,5.25,5.14,5.17
2012-02-19,USGS,02204070,350,,,,5.91,5.25,5.63
2012-02-20,USGS,02204070,203,,,,5.53,5.29,5.39
2012-02-21,USGS,02204070,145,,,,5.29,5.21,5.24
2012-02-22,USGS,02204070,134,,,,5.22,5.18,5.20
2012-02-23,USGS,02204070,132,,,,5.21,5.18,5.19
2012-02-24,USGS,02204070,157,,,,5.59,5.17,5.26
2012-02-25,USGS,02204070,206,,,,5.66,5.24,5.38
2012-02-26,USGS,02204070,132,,,,5.24,5.17,5.19
2012-02-27,USGS,02204070,123,,,,5.21,5.13,5.16
2012-02-28,USGS,02204070,121,,,,5.22,5.12,5.16
2012-02-29,USGS,02204070,189,,,,5.46,5.22,5.35
2012-03-01,USGS,02204070,209,,,,5.56,5.28,5.39
2012-03-02,USGS,02204070,170,,,,5.48,5.24,5.30
2012-03-03,USGS,02204070,2890,,,,9.61,5.24,7.80
2012-03-04,USGS,02204070,743,,,,7.24,5.75,6.12
2012-03-05,USGS,02204070,314,,,,5.75,5.50,5.60
2012-03-06,USGS,02204070,220,,,,5.50,5.36,5.43
2012-03-07,USGS,02204070,181,,,,5.37,5.31,5.34
2012-03-08,USGS,02204070,165,,,,5.32,5.27,5.29
2012-03-09,USGS,02204070,309,,,,6.01,5.28,5.53
2012-03-10,USGS,02204070,218,,,,5.69,5.34,5.42
2012-03-11,USGS,02204070,162,,,,5.34,5.26,5.29
2012-03-12,USGS,02204070,141,,,,5.26,5.19,5.22
2012-03-13,USGS,02204070,147,,,,5.36,5.21,5.24
2012-03-14,USGS,02204070,235,,,,5.65,5.33,5.45
2012-03-15,USGS,02204070,165,,,,5.48,5.23,5.29
2012-03-16,USGS,02204070,134,,,,5.23,5.18,5.20
2012-03-17,USGS,02204070,144,,,,5.26,5.18,5.23
2012-03-18,USGS,02204070,127,,,,5.22,5.16,5.18
2012-03-19,USGS,02204070,123,,,,5.19,5.15,5.16
2012-03-20,USGS,02204070,118,,,,5.16,5.13,5.15
2012-03-21,USGS,02204070,115,,,,5.15,5.11,5.13
2012-03-22,USGS,02204070,112,,,,5.14,5.11,5.13
2012-03-23,USGS,02204070,111,,,,5.15,5.09,5.12
2012-03-24,USGS,02204070,111,,,,5.15,5.08,5.12
2012-03-25,USGS,02204070,111,,,,,,
2012-03-26,USGS,02204070,111,,,,,,
2012-03-27,USGS,02204070,111,,,,,,
2012-03-28,USGS,02204070,111,,,,,,
2012-03-29,USGS,02204070,111,,,,,,
2012-03-30,USGS,02204070,111,,,,5.14,5.11,5.12
2012-03-31,USGS,02204070,212,,,,5.62,5.14,5.38
2012-04-01,USGS,02204070,156,,,,5.46,5.21,5.26
2012-04-02,USGS,02204070,121,,,,5.21,5.13,5.16
2012-04-03,USGS,02204070,112,,,,5.15,5.11,5.13
2012-04-04,USGS,02204070,111,,,,5.15,5.10,5.12
2012-04-05,USGS,02204070,117,,,,5.19,5.10,5.14
2012-04-06,USGS,02204070,112,,,,5.18,5.09,5.12
2012-04-07,USGS,02204070,106,,,,5.13,5.08,5.10
2012-04-08,USGS,02204070,105,,,,5.13,5.08,5.10
2012-04-09,USGS,02204070,101,,,,5.12,5.06,5.08
2012-04-10,USGS,02204070,97.6,,,,5.10,5.05,5.07
2012-04-11,USGS,02204070,94.9,,,,5.09,5.04,5.06
2012-04-12,USGS,02204070,92.0,,,,5.07,5.03,5.05
2012-04-13,USGS,02204070,93.0,,,,5.07,5.03,5.05
2012-04-14,USGS,02204070,93.2,,,,5.09,5.04,5.05
2012-04-15,USGS,02204070,95.7,,,,5.09,5.04,5.06
2012-04-16,USGS,02204070,94.7,,,,5.09,5.03,5.06
2012-04-17,USGS,02204070,101,,,,5.51,5.03,5.08
2012-04-18,USGS,02204070,785,,,,7.14,5.51,6.16
2012-04-19,USGS,02204070,241,,,,5.79,5.30,5.45
2012-04-20,USGS,02204070,144,,,,5.30,5.20,5.23
2012-04-21,USGS,02204070,130,,,,5.27,5.16,5.19
2012-04-22,USGS,02204070,251,,,,5.74,5.24,5.47
2012-04-23,USGS,02204070,125,,,,5.31,5.12,5.17
2012-04-24,USGS,02204070,103,,,,5.12,5.07,5.09
2012-04-25,USGS,02204070,97.0,,,,5.08,5.05,5.07
2012-04-26,USGS,02204070,95.1,,,,5.08,5.04,5.06
2012-04-27,USGS,02204070,92.9,,,,5.06,5.03,5.05
2012-04-28,USGS,02204070,92.7,,,,5.08,5.03,5.05
2012-04-29,USGS,02204070,92.2,,,,5.08,5.03,5.05
2012-04-30,USGS,02204070,92.1,,,,5.07,5.02,5.05
2012-05-01,USGS,02204070,91.0,,,,5.08,5.02,5.04
2012-05-02,USGS,02204070,86.6,,,,5.04,5.01,5.02
2012-05-03,USGS,02204070,85.4,,,,5.03,5.00,5.02
2012-05-04,USGS,02204070,111,,,,5.40,5.02,5.11
2012-05-05,USGS,02204070,140,,,,5.40,5.11,5.21
2012-05-06,USGS,02204070,92.5,,,,5.11,5.02,5.05
2012-05-07,USGS,02204070,102,,,,5.21,5.00,5.08
2012-05-08,USGS,02204070,225,,,,5.83,5.17,5.40
2012-05-09,USGS,02204070,158,,,,5.37,5.18,5.27
2012-05-10,USGS,02204070,107,,,,5.18,5.08,5.11
2012-05-11,USGS,02204070,91.3,,,,5.08,5.02,5.04
2012-05-12,USGS,02204070,85.9,,,,5.06,5.00,5.02
2012-05-13,USGS,02204070,470,,,,6.61,5.04,5.63
2012-05-14,USGS,02204070,436,,,,6.36,5.41,5.74
2012-05-15,USGS,02204070,173,,,,5.41,5.27,5.31
2012-05-16,USGS,02204070,128,,,,5.27,5.13,5.18
2012-05-17,USGS,02204070,109,,,,5.14,5.09,5.11
2012-05-18,USGS,02204070,102,,,,5.11,5.07,5.09
2012-05-19,USGS,02204070,98.3,,,,5.10,5.06,5.07
2012-05-20,USGS,02204070,96.2,,,,5.09,5.05,5.06
2012-05-21,USGS,02204070,149,,,,5.44,5.06,5.23
2012-05-22,USGS,02204070,276,,,,5.82,5.24,5.51
2012-05-23,USGS,02204070,120,,,,5.27,5.11,5.15
2012-05-24,USGS,02204070,98.6,,,,5.11,5.05,5.07
2012-05-25,USGS,02204070,94.0,,,,5.07,5.03,5.05
2012-05-26,USGS,02204070,92.0,,,,5.07,5.04,5.05
2012-05-27,USGS,02204070,89.7,,,,5.06,5.02,5.04
2012-05-28,USGS,02204070,88.1,,,,,,
2012-05-29,USGS,02204070,87.1,,,,,,
2012-05-30,USGS,02204070,87.1,,,,,,
2012-05-31,USGS,02204070,88.3,,,,,,
2012-06-01,USGS,02204070,92.0,,,,,,
2012-06-02,USGS,02204070,88.0,,,,,,
2012-06-03,USGS,02204070,87.3,,,,,,
2012-06-04,USGS,02204070,94.3,,,,,,
2012-06-05,USGS,02204070,91.0,,,,,,
2012-06-06,USGS,02204070,84.6,,,,,,
2012-06-07,USGS,02204070,77.3,,,,,,
2012-06-08,USGS,02204070,72.7,,,,4.99,4.94,4.96
2012-06-09,USGS,02204070,70.6,,,,4.98,4.93,4.95
2012-06-10,USGS,02204070,128,,,,6.23,4.94,5.10
2012-06-11,USGS,02204070,652,,,,6.70,5.61,6.01
2012-06-12,USGS,02204070,240,,,,5.70,5.26,5.45
2012-06-13,USGS,02204070,121,,,,5.26,5.12,5.16
2012-06-14,USGS,02204070,155,,,,5.48,5.06,5.25
2012-06-15,USGS,02204070,95.1,,,,5.17,5.01,5.06
2012-06-16,USGS,02204070,80.8,,,,5.02,4.98,5.00
2012-06-17,USGS,02204070,74.0,,,,5.01,4.94,4.96
2012-06-18,USGS,02204070,73.2,,,,5.00,4.93,4.96
2012-06-19,USGS,02204070,69.6,,,,4.97,4.92,4.94
2012-06-20,USGS,02204070,68.4,,,,4.96,4.92,4.94
2012-06-21,USGS,02204070,66.8,,,,4.96,4.90,4.93
2012-06-22,USGS,02204070,66.2,,,,4.95,4.90,4.92
2012-06-23,USGS,02204070,71.1,,,,5.04,4.91,4.95
2012-06-24,USGS,02204070,74.5,,,,5.04,4.93,4.97
2012-06-25,USGS,02204070,67.8,,,,4.98,4.90,4.93
2012-06-26,USGS,02204070,63.7,,,,4.94,4.89,4.91
2012-06-27,USGS,02204070,58.6,,,,4.92,4.85,4.88
2012-06-28,USGS,02204070,56.4,,,,4.90,4.85,4.87
2012-06-29,USGS,02204070,57.1,,,,4.89,4.85,4.87
2012-06-30,USGS,02204070,56.1,,,,4.90,4.84,4.87
2012-07-01,USGS,02204070,55.2,,,,4.90,4.82,4.86
2012-07-02,USGS,02204070,53.3,,,,4.89,4.81,4.85
2012-07-03,USGS,02204070,53.3,,,,4.89,4.82,4.85
2012-07-04,USGS,02204070,425,,,,6.56,4.89,5.66
2012-07-05,USGS,02204070,105,,,,5.22,5.02,5.09
2012-07-06,USGS,02204070,82.0,,,,5.03,4.96,5.00
2012-07-07,USGS,02204070,71.8,,,,5.00,4.92,4.95
2012-07-08,USGS,02204070,60.5,,,,4.94,4.86,4.89
2012-07-09,USGS,02204070,59.0,,,,4.93,4.82,4.88
2012-07-10,USGS,02204070,619,,,,7.19,4.93,5.87
2012-07-11,USGS,02204070,401,,,,6.10,5.31,5.70
2012-07-12,USGS,02204070,825,,,,7.57,5.27,6.15
2012-07-13,USGS,02204070,543,,,,6.42,5.41,5.88
2012-07-14,USGS,02204070,446,,,,6.47,5.33,5.73
2012-07-15,USGS,02204070,135,,,,5.33,5.16,5.20
2012-07-16,USGS,02204070,106,,,,5.17,5.07,5.10
2012-07-17,USGS,02204070,136,,,,5.32,5.07,5.20
2012-07-18,USGS,02204070,156,,,,5.81,5.11,5.24
2012-07-19,USGS,02204070,293,,,,6.03,5.21,5.51
2012-07-20,USGS,02204070,105,,,,5.21,5.05,5.10
2012-07-21,USGS,02204070,198,,,,5.70,5.05,5.35
2012-07-22,USGS,02204070,114,,,,5.23,5.10,5.13
2012-07-23,USGS,02204070,92.3,,,,5.11,5.02,5.05
2012-07-24,USGS,02204070,88.4,,,,5.10,5.00,5.03
2012-07-25,USGS,02204070,76.4,,,,5.01,4.91,4.98
2012-07-26,USGS,02204070,78.2,,,,5.01,4.97,4.98
2012-07-27,USGS,02204070,71.2,,,,4.98,4.92,4.95
2012-07-28,USGS,02204070,74.4,,,,5.01,4.92,4.97
2012-07-29,USGS,02204070,70.3,,,,5.01,4.91,4.94
2012-07-30,USGS,02204070,64.7,,,,4.96,4.88,4.92
2012-07-31,USGS,02204070,63.0,,,,4.94,4.88,4.91
2012-08-01,USGS,02204070,151,,,,5.60,4.92,5.21
2012-08-02,USGS,02204070,88.1,,,,5.10,4.99,5.03
2012-08-03,USGS,02204070,172,,,,5.70,5.04,5.27
2012-08-04,USGS,02204070,140,,,,5.34,5.07,5.21
2012-08-05,USGS,02204070,88.0,,,,5.13,4.98,5.03
2012-08-06,USGS,02204070,75.7,,,,5.03,4.94,4.97
2012-08-07,USGS,02204070,93.9,,,,5.13,5.00,5.05
2012-08-08,USGS,02204070,74.7,,,,5.01,4.93,4.97
2012-08-09,USGS,02204070,72.7,,,,5.00,4.90,4.96
2012-08-10,USGS,02204070,155,,,,5.54,4.95,5.24
2012-08-11,USGS,02204070,87.4,,,,5.09,4.99,5.03
2012-08-12,USGS,02204070,73.4,,,,5.00,4.93,4.96
2012-08-13,USGS,02204070,66.6,,,,4.98,4.89,4.93
2012-08-14,USGS,02204070,91.4,,,,5.11,4.93,5.04
2012-08-15,USGS,02204070,98.6,,,,5.14,5.01,5.07
2012-08-16,USGS,02204070,73.7,,,,5.01,4.94,4.96
2012-08-17,USGS,02204070,66.4,,,,4.96,4.89,4.92
2012-08-18,USGS,02204070,64.6,,,,5.13,4.89,4.91
2012-08-19,USGS,02204070,114,,,,5.21,5.07,5.13
2012-08-20,USGS,02204070,103,,,,5.17,5.00,5.09
2012-08-21,USGS,02204070,79.7,,,,5.09,4.94,4.99
2012-08-22,USGS,02204070,67.2,,,,4.97,4.89,4.93
2012-08-23,USGS,02204070,116,,,,5.31,4.94,5.13
2012-08-24,USGS,02204070,124,,,,5.30,4.98,5.16
2012-08-25,USGS,02204070,84.8,,,,5.13,4.96,5.01
2012-08-26,USGS,02204070,69.2,,,,5.00,4.91,4.94
2012-08-27,USGS,02204070,65.1,,,,4.97,4.87,4.92
2012-08-28,USGS,02204070,77.4,,,,5.79,4.89,4.95
2012-08-29,USGS,02204070,248,,,,5.89,5.12,5.43
2012-08-30,USGS,02204070,97.2,,,,5.12,5.04,5.07
2012-08-31,USGS,02204070,83.4,,,,5.08,4.95,5.01
2012-09-01,USGS,02204070,69.9,,,,4.98,4.92,4.94
2012-09-02,USGS,02204070,66.7,,,,4.97,4.90,4.93
2012-09-03,USGS,02204070,74.2,,,,5.03,4.90,4.96
2012-09-04,USGS,02204070,71.6,,,,5.03,4.90,4.95
2012-09-05,USGS,02204070,81.5,,,,5.02,4.96,5.00
2012-09-06,USGS,02204070,71.4,,,,5.01,4.91,4.95
2012-09-07,USGS,02204070,66.6,,,,4.96,4.90,4.93
2012-09-08,USGS,02204070,64.2,,,,4.95,4.89,4.91
2012-09-09,USGS,02204070,90.5,,,,5.14,4.93,5.04
2012-09-10,USGS,02204070,74.0,,,,5.05,4.91,4.96
2012-09-11,USGS,02204070,64.1,,,,4.96,4.87,4.91
2012-09-12,USGS,02204070,60.1,,,,4.94,4.86,4.89
2012-09-13,USGS,02204070,59.0,,,,4.91,4.85,4.88
2012-09-14,USGS,02204070,60.0,,,,4.91,4.86,4.89
2012-09-15,USGS,02204070,61.3,,,,4.93,4.86,4.90
2012-09-16,USGS,02204070,61.5,,,,4.99,4.86,4.90
2012-09-17,USGS,02204070,74.0,,,,5.05,4.90,4.96
2012-09-18,USGS,02204070,102,,,,5.49,5.01,5.08
2012-09-19,USGS,02204070,181,,,,5.61,5.08,5.31
2012-09-20,USGS,02204070,89.8,,,,5.08,5.00,5.04
2012-09-21,USGS,02204070,69.5,,,,5.00,4.91,4.94
2012-09-22,USGS,02204070,63.8,,,,4.95,4.89,4.91
2012-09-23,USGS,02204070,61.4,,,,4.95,4.86,4.90
2012-09-24,USGS,02204070,58.9,,,,4.93,4.84,4.88
2012-09-25,USGS,02204070,55.2,,,,4.89,4.83,4.86
2012-09-26,USGS,02204070,55.0,,,,4.89,4.82,4.86
2012-09-27,USGS,02204070,54.6,,,,4.89,4.82,4.86
2012-09-28,USGS,02204070,54.3,,,,4.88,4.82,4.86
2012-09-29,USGS,02204070,54.6,,,,4.91,4.83,4.86
2012-09-30,USGS,02204070,59.8,,,,5.02,4.85,4.89
2012-10-01,USGS,02204070,705,,,,8.29,5.00,5.96
2012-10-02,USGS,02204070,2620,,,,9.37,5.84,7.70
2012-10-03,USGS,02204070,279,,,,5.84,5.35,5.53
2012-10-04,USGS,02204070,156,,,,5.35,5.17,5.26
2012-10-05,USGS,02204070,108,,,,5.17,5.07,5.11
2012-10-06,USGS,02204070,90.0,,,,5.08,5.02,5.04
2012-10-07,USGS,02204070,84.2,,,,5.06,4.99,5.01
2012-10-08,USGS,02204070,79.2,,,,5.03,4.95,4.99
2012-10-09,USGS,02204070,77.7,,,,5.01,4.95,4.98
2012-10-10,USGS,02204070,76.3,,,,5.10,4.94,4.98
2012-10-11,USGS,02204070,90.0,,,,5.18,4.94,5.03
2012-10-12,USGS,02204070,71.6,,,,4.98,4.92,4.95
2012-10-13,USGS,02204070,70.3,,,,4.98,4.93,4.95
2012-10-14,USGS,02204070,70.6,,,,4.98,4.92,4.95
2012-10-15,USGS,02204070,74.1,,,,5.00,4.92,4.96
2012-10-16,USGS,02204070,81.4,,,,5.03,4.97,5.00
2012-10-17,USGS,02204070,70.4,,,,4.99,4.91,4.95
2012-10-18,USGS,02204070,68.4,,,,4.96,4.91,4.94
2012-10-19,USGS,02204070,70.4,,,,4.96,4.93,4.95
2012-10-20,USGS,02204070,68.2,,,,4.97,4.91,4.93
2012-10-21,USGS,02204070,67.9,,,,4.98,4.91,4.93
2012-10-22,USGS,02204070,68.7,,,,4.98,4.90,4.94
2012-10-23,USGS,02204070,66.4,,,,4.95,4.90,4.92
2012-10-24,USGS,02204070,66.4,,,,4.95,4.89,4.92
2012-10-25,USGS,02204070,65.8,,,,4.94,4.89,4.92
2012-10-26,USGS,02204070,66.6,,,,4.95,4.90,4.93
2012-10-27,USGS,02204070,66.7,,,,4.96,4.90,4.93
2012-10-28,USGS,02204070,65.7,,,,4.96,4.89,4.92
2012-10-29,USGS,02204070,65.7,,,,4.97,4.87,4.92
2012-10-30,USGS,02204070,62.4,,,,4.93,4.87,4.90
2012-10-31,USGS,02204070,64.3,,,,4.94,4.87,4.91
2012-11-01,USGS,02204070,64.5,,,,4.93,4.88,4.91
2012-11-02,USGS,02204070,65.5,,,,4.94,4.87,4.92
2012-11-03,USGS,02204070,66.9,,,,4.96,4.91,4.93
2012-11-04,USGS,02204070,70.3,,,,4.99,4.92,4.94
2012-11-05,USGS,02204070,70.0,,,,4.99,4.89,4.94
2012-11-06,USGS,02204070,433,,,,6.54,4.96,5.56
2012-11-07,USGS,02204070,249,,,,6.03,5.22,5.44
2012-11-08,USGS,02204070,110,,,,5.23,5.04,5.11
2012-11-09,USGS,02204070,86.4,,,,5.05,4.99,5.01
2012-11-10,USGS,02204070,80.6,,,,5.01,4.97,4.99
2012-11-11,USGS,02204070,78.9,,,,5.01,4.95,4.98
2012-11-12,USGS,02204070,80.5,,,,5.03,4.95,4.99
2012-11-13,USGS,02204070,120,,,,5.24,5.03,5.14
2012-11-14,USGS,02204070,93.7,,,,5.15,4.99,5.04
2012-11-15,USGS,02204070,83.0,,,,5.01,4.97,5.00
2012-11-16,USGS,02204070,82.9,,,,5.01,4.97,5.00
2012-11-17,USGS,02204070,80.1,,,,5.02,4.97,4.98
2012-11-18,USGS,02204070,80.1,,,,5.02,4.96,4.98
2012-11-19,USGS,02204070,80.1,,,,5.01,4.96,4.98
2012-11-20,USGS,02204070,81.0,,,,5.01,4.96,4.99
2012-11-21,USGS,02204070,81.5,,,,5.01,4.97,4.99
2012-11-22,USGS,02204070,83.4,,,,5.02,4.99,5.00
2012-11-23,USGS,02204070,78.9,,,,5.02,4.96,4.98
2012-11-24,USGS,02204070,78.4,,,,5.00,4.95,4.98
2012-11-25,USGS,02204070,78.3,,,,5.01,4.95,4.97
2012-11-26,USGS,02204070,79.3,,,,5.01,4.95,4.98
2012-11-27,USGS,02204070,79.4,,,,5.00,4.94,4.98
2012-11-28,USGS,02204070,80.4,,,,5.00,4.96,4.99
2012-11-29,USGS,02204070,79.5,,,,5.00,4.95,4.98
2012-11-30,USGS,02204070,81.4,,,,5.03,4.96,4.99
2012-12-01,USGS,02204070,79.2,,,,5.02,4.96,4.98
2012-12-02,USGS,02204070,81.4,,,,5.02,4.97,4.99
2012-12-03,USGS,02204070,81.7,,,,5.03,4.95,4.99
2012-12-04,USGS,02204070,81.3,,,,5.01,4.97,4.99
2012-12-05,USGS,02204070,80.8,,,,5.01,4.96,4.99
2012-12-06,USGS,02204070,81.1,,,,5.01,4.96,4.99
2012-12-07,USGS,02204070,79.5,,,,5.00,4.96,4.98
2012-12-08,USGS,02204070,81.4,,,,5.01,4.98,4.99
2012-12-09,USGS,02204070,82.6,,,,5.02,4.98,4.99
2012-12-10,USGS,02204070,108,,,,5.90,5.00,5.07
2012-12-11,USGS,02204070,396,,,,6.21,5.24,5.66
2012-12-12,USGS,02204070,119,,,,5.24,5.08,5.14
2012-12-13,USGS,02204070,91.2,,,,5.08,4.99,5.03
2012-12-14,USGS,02204070,86.0,,,,5.03,5.00,5.01
2012-12-15,USGS,02204070,83.1,,,,5.03,4.98,5.00
2012-12-16,USGS,02204070,95.1,,,,5.36,4.98,5.04
2012-12-17,USGS,02204070,646,,,,6.60,5.36,6.00
2012-12-18,USGS,02204070,214,,,,5.61,5.24,5.39
2012-12-19,USGS,02204070,120,,,,5.24,5.09,5.14
2012-12-20,USGS,02204070,179,,,,6.12,5.07,5.25
2012-12-21,USGS,02204070,396,,,,6.25,5.28,5.66
2012-12-22,USGS,02204070,139,,,,5.28,5.17,5.21
2012-12-23,USGS,02204070,116,,,,5.18,5.10,5.13
2012-12-24,USGS,02204070,234,,,,6.08,5.09,5.34
2012-12-25,USGS,02204070,292,,,,6.03,5.33,5.52
2012-12-26,USGS,02204070,1950,,,,8.95,5.37,7.18
2012-12-27,USGS,02204070,421,,,,6.13,5.52,5.74
2012-12-28,USGS,02204070,217,,,,5.52,5.34,5.41
2012-12-29,USGS,02204070,609,,,,6.65,5.35,5.94
2012-12-30,USGS,02204070,240,,,,5.70,5.35,5.45
2012-12-31,USGS,02204070,169,,,,5.35,5.26,5.29
2013-01-01,USGS,02204070,198,,,,6.30,5.21,5.32
2013-01-02,USGS,02204070,1090,,,,7.37,5.77,6.48
2013-01-03,USGS,02204070,299,,,,5.77,5.47,5.56
2013-01-04,USGS,02204070,195,,,,5.47,5.30,5.36
2013-01-05,USGS,02204070,155,,,,5.32,5.23,5.26
2013-01-06,USGS,02204070,144,,,,5.26,5.20,5.22
2013-01-07,USGS,02204070,135,,,,5.24,5.17,5.19
2013-01-08,USGS,02204070,127,,,,5.20,5.14,5.17
2013-01-09,USGS,02204070,121,,,,5.16,5.11,5.15
2013-01-10,USGS,02204070,122,,,,5.17,5.09,5.15
2013-01-11,USGS,02204070,128,,,,5.21,5.13,5.17
2013-01-12,USGS,02204070,135,,,,5.22,5.17,5.19
2013-01-13,USGS,02204070,125,,,,5.20,5.13,5.16
2013-01-14,USGS,02204070,140,,,,5.56,5.10,5.20
2013-01-15,USGS,02204070,323,,,,5.93,5.50,5.60
2013-01-16,USGS,02204070,658,,,,6.66,5.56,6.01
2013-01-17,USGS,02204070,745,,,,6.82,5.67,6.12
2013-01-18,USGS,02204070,493,,,,6.46,5.55,5.82
2013-01-19,USGS,02204070,229,,,,5.55,5.39,5.44
2013-01-20,USGS,02204070,184,,,,5.39,5.31,5.33
2013-01-21,USGS,02204070,162,,,,5.32,5.25,5.28
2013-01-22,USGS,02204070,150,,,,5.29,5.21,5.24
2013-01-23,USGS,02204070,137,,,,5.24,5.15,5.20
2013-01-24,USGS,02204070,133,,,,5.21,5.14,5.19
2013-01-25,USGS,02204070,131,,,,5.23,5.14,5.18
2013-01-26,USGS,02204070,127,,,,5.20,5.15,5.17
2013-01-27,USGS,02204070,122,,,,5.18,5.13,5.15
2013-01-28,USGS,02204070,119,,,,5.18,5.09,5.14
2013-01-29,USGS,02204070,120,,,,5.17,5.11,5.14
2013-01-30,USGS,02204070,482,,,,8.51,5.12,5.56
2013-01-31,USGS,02204070,1490,,,,8.72,5.79,6.80
2013-02-01,USGS,02204070,311,,,,5.79,5.44,5.58
2013-02-02,USGS,02204070,204,,,,5.47,5.34,5.38
2013-02-03,USGS,02204070,250,,,,5.62,5.38,5.48
2013-02-04,USGS,02204070,181,,,,5.38,5.26,5.32
2013-02-05,USGS,02204070,153,,,,5.29,5.23,5.25
2013-02-06,USGS,02204070,144,,,,5.24,5.20,5.22
2013-02-07,USGS,02204070,175,,,,5.67,5.20,5.29
2013-02-08,USGS,02204070,281,,,,5.72,5.33,5.52
2013-02-09,USGS,02204070,160,,,,5.33,5.24,5.27
2013-02-10,USGS,02204070,157,,,,5.69,5.20,5.25
