,agency_cd,site_no,Discharge_cfs_Mean,Gage_height_feet_Mean,Dissolved_oxygen_mpl_Maximum,Dissolved_oxygen_mpl_Minimum,Dissolved_oxygen_mpl_Mean
1993-07-31,USGS,02266200,4.50,93.81,,,
1993-08-01,USGS,02266200,4.30,93.78,,,
1993-08-02,USGS,02266200,3.90,93.75,,,
1993-08-03,USGS,02266200,3.70,93.72,,,
1993-08-04,USGS,02266200,3.50,93.70,,,
1993-08-05,USGS,02266200,3.30,93.67,,,
1993-08-06,USGS,02266200,3.20,93.66,,,
1993-08-07,USGS,02266200,3.10,93.65,,,
1993-08-08,USGS,02266200,3.00,93.63,,,
1993-08-09,USGS,02266200,2.90,93.62,,,
1993-08-10,USGS,02266200,2.90,93.61,,,
1993-08-11,USGS,02266200,2.80,93.61,,,
1993-08-12,USGS,02266200,2.80,93.61,,,
1993-08-13,USGS,02266200,2.80,93.60,,,
1993-08-14,USGS,02266200,2.70,93.59,,,
1993-08-15,USGS,02266200,2.60,93.58,,,
1993-08-16,USGS,02266200,2.50,93.57,,,
1993-08-17,USGS,02266200,2.40,93.56,,,
1993-08-18,USGS,02266200,2.20,93.53,,,
1993-08-19,USGS,02266200,2.10,93.51,,,
1993-08-20,USGS,02266200,2.00,93.49,,,
1993-08-21,USGS,02266200,1.90,93.48,,,
1993-08-22,USGS,02266200,1.80,93.46,,,
1993-08-23,USGS,02266200,1.70,93.44,,,
1993-08-24,USGS,02266200,1.60,93.43,,,
1993-08-25,USGS,02266200,1.60,93.43,,,
1993-08-26,USGS,02266200,1.60,93.43,,,
1993-08-27,USGS,02266200,1.60,93.43,,,
1993-08-28,USGS,02266200,1.60,93.43,,,
1993-08-29,USGS,02266200,2.00,93.48,,,
1993-08-30,USGS,02266200,3.40,93.65,,,
1993-08-31,USGS,02266200,5.40,93.83,,,
1993-09-01,USGS,02266200,6.50,93.91,,,
1993-09-02,USGS,02266200,6.90,93.93,,,
1993-09-03,USGS,02266200,7.00,93.94,,,
1993-09-04,USGS,02266200,7.00,93.94,,,
1993-09-05,USGS,02266200,7.00,93.94,,,
1993-09-06,USGS,02266200,7.10,93.95,,,
1993-09-07,USGS,02266200,7.50,93.98,,,
1993-09-08,USGS,02266200,13.0,94.18,,,
1993-09-09,USGS,02266200,17.0,94.27,,,
1993-09-10,USGS,02266200,18.0,94.29,,,
1993-09-11,USGS,02266200,18.0,94.30,,,
1993-09-12,USGS,02266200,19.0,94.30,,,
1993-09-13,USGS,02266200,21.0,94.30,,,
1993-09-14,USGS,02266200,19.0,94.30,,,
1993-09-15,USGS,02266200,18.0,94.29,,,
1993-09-16,USGS,02266200,17.0,94.27,,,
1993-09-17,USGS,02266200,16.0,94.26,,,
1993-09-18,USGS,02266200,16.0,94.26,,,
1993-09-19,USGS,02266200,16.0,94.24,,,
1993-09-20,USGS,02266200,14.0,94.21,,,
1993-09-21,USGS,02266200,13.0,94.19,,,
1993-09-22,USGS,02266200,13.0,94.16,,,
1993-09-23,USGS,02266200,11.0,94.12,,,
1993-09-24,USGS,02266200,10.0,94.08,,,
1993-09-25,USGS,02266200,9.20,94.05,,,
1993-09-26,USGS,02266200,8.70,94.03,,,
1993-09-27,USGS,02266200,8.20,94.00,,,
1993-09-28,USGS,02266200,7.80,93.97,,,
1993-09-29,USGS,02266200,7.40,93.95,,,
1993-09-30,USGS,02266200,6.90,93.91,,,
1993-10-01,USGS,02266200,6.30,93.87,,,
1993-10-02,USGS,02266200,5.80,93.85,,,
1993-10-03,USGS,02266200,5.40,93.82,,,
1993-10-04,USGS,02266200,5.00,93.79,,,
1993-10-05,USGS,02266200,4.60,93.76,,,
1993-10-06,USGS,02266200,4.40,93.74,,,
1993-10-07,USGS,02266200,4.30,93.73,,,
1993-10-08,USGS,02266200,4.40,93.74,,,
1993-10-09,USGS,02266200,7.00,93.93,,,
1993-10-10,USGS,02266200,8.60,94.03,,,
1993-10-11,USGS,02266200,9.50,94.07,,,
1993-10-12,USGS,02266200,9.70,94.08,,,
1993-10-13,USGS,02266200,9.60,94.08,,,
1993-10-14,USGS,02266200,9.40,94.06,,,
1993-10-15,USGS,02266200,9.20,94.06,,,
1993-10-16,USGS,02266200,10.0,94.11,,,
1993-10-17,USGS,02266200,12.0,94.15,,,
1993-10-18,USGS,02266200,13.0,94.18,,,
1993-10-19,USGS,02266200,13.0,94.19,,,
1993-10-20,USGS,02266200,13.0,94.19,,,
1993-10-21,USGS,02266200,13.0,94.19,,,
1993-10-22,USGS,02266200,13.0,94.18,,,
1993-10-23,USGS,02266200,12.0,94.16,,,
1993-10-24,USGS,02266200,11.0,94.15,,,
1993-10-25,USGS,02266200,11.0,94.13,,,
1993-10-26,USGS,02266200,10.0,94.11,,,
1993-10-27,USGS,02266200,9.70,94.09,,,
1993-10-28,USGS,02266200,9.20,94.07,,,
1993-10-29,USGS,02266200,8.70,94.04,,,
1993-10-30,USGS,02266200,8.20,94.02,,,
1993-10-31,USGS,02266200,8.20,94.02,,,
1993-11-01,USGS,02266200,8.20,94.02,,,
1993-11-02,USGS,02266200,8.10,94.01,,,
1993-11-03,USGS,02266200,7.90,94.00,,,
1993-11-04,USGS,02266200,7.70,93.99,,,
1993-11-05,USGS,02266200,7.40,93.97,,,
1993-11-06,USGS,02266200,7.20,93.96,,,
1993-11-07,USGS,02266200,7.00,93.94,,,
1993-11-08,USGS,02266200,6.70,93.92,,,
1993-11-09,USGS,02266200,6.30,93.90,,,
1993-11-10,USGS,02266200,6.10,93.89,,,
1993-11-11,USGS,02266200,5.90,93.88,,,
1993-11-12,USGS,02266200,5.70,93.86,,,
1993-11-13,USGS,02266200,5.40,93.84,,,
1993-11-14,USGS,02266200,5.20,93.83,,,
1993-11-15,USGS,02266200,5.00,93.81,,,
1993-11-16,USGS,02266200,4.90,93.80,,,
1993-11-17,USGS,02266200,4.70,93.79,,,
1993-11-18,USGS,02266200,4.60,93.77,,,
1993-11-19,USGS,02266200,4.40,93.76,,,
1993-11-20,USGS,02266200,4.20,93.75,,,
1993-11-21,USGS,02266200,4.10,93.74,,,
1993-11-22,USGS,02266200,4.00,93.73,,,
1993-11-23,USGS,02266200,3.90,93.72,,,
1993-11-24,USGS,02266200,3.70,93.71,,,
1993-11-25,USGS,02266200,3.60,93.71,,,
1993-11-26,USGS,02266200,3.60,93.70,,,
1993-11-27,USGS,02266200,3.50,93.69,,,
1993-11-28,USGS,02266200,3.40,93.69,,,
1993-11-29,USGS,02266200,3.20,93.68,,,
1993-11-30,USGS,02266200,3.10,93.66,,,
1993-12-01,USGS,02266200,3.00,93.65,,,
1993-12-02,USGS,02266200,2.90,93.64,,,
1993-12-03,USGS,02266200,2.80,93.64,,,
1993-12-04,USGS,02266200,2.80,93.63,,,
1993-12-05,USGS,02266200,2.70,93.62,,,
1993-12-06,USGS,02266200,2.50,93.61,,,
1993-12-07,USGS,02266200,2.50,93.61,,,
1993-12-08,USGS,02266200,2.40,93.59,,,
1993-12-09,USGS,02266200,2.30,93.58,,,
1993-12-10,USGS,02266200,2.20,93.58,,,
1993-12-11,USGS,02266200,2.10,93.57,,,
1993-12-12,USGS,02266200,2.00,93.55,,,
1993-12-13,USGS,02266200,2.00,93.54,,,
1993-12-14,USGS,02266200,1.80,93.53,,,
1993-12-15,USGS,02266200,1.70,,,,
1993-12-16,USGS,02266200,1.60,,,,
1993-12-17,USGS,02266200,1.60,,,,
1993-12-18,USGS,02266200,1.50,,,,
1993-12-19,USGS,02266200,1.50,,,,
1993-12-20,USGS,02266200,1.40,,,,
1993-12-21,USGS,02266200,1.40,,,,
1993-12-22,USGS,02266200,1.30,,,,
1993-12-23,USGS,02266200,1.30,,,,
1993-12-24,USGS,02266200,1.40,,,,
1993-12-25,USGS,02266200,1.50,,,,
1993-12-26,USGS,02266200,1.50,,,,
1993-12-27,USGS,02266200,1.40,,,,
1993-12-28,USGS,02266200,1.40,,,,
1993-12-29,USGS,02266200,1.30,,,,
1993-12-30,USGS,02266200,1.40,,,,
1993-12-31,USGS,02266200,1.30,,,,
1994-01-01,USGS,02266200,1.30,,,,
1994-01-02,USGS,02266200,1.30,,,,
1994-01-03,USGS,02266200,1.40,,,,
1994-01-04,USGS,02266200,1.60,,,,
1994-01-05,USGS,02266200,1.80,,,,
1994-01-06,USGS,02266200,1.90,,,,
1994-01-07,USGS,02266200,1.80,,,,
1994-01-08,USGS,02266200,1.80,,,,
1994-01-09,USGS,02266200,1.70,,,,
1994-01-10,USGS,02266200,1.70,,,,
1994-01-11,USGS,02266200,1.80,,,,
1994-01-12,USGS,02266200,1.90,,,,
1994-01-13,USGS,02266200,2.20,,,,
1994-01-14,USGS,02266200,2.60,93.71,,,
1994-01-15,USGS,02266200,3.00,93.74,,,
1994-01-16,USGS,02266200,3.10,93.76,,,
1994-01-17,USGS,02266200,3.20,93.77,,,
1994-01-18,USGS,02266200,3.70,93.81,,,
1994-01-19,USGS,02266200,4.20,93.86,,,
1994-01-20,USGS,02266200,4.40,93.88,,,
1994-01-21,USGS,02266200,4.40,93.88,,,
1994-01-22,USGS,02266200,4.40,93.87,,,
1994-01-23,USGS,02266200,4.30,93.86,,,
1994-01-24,USGS,02266200,4.20,93.85,,,
1994-01-25,USGS,02266200,4.10,93.84,,,
1994-01-26,USGS,02266200,4.10,93.83,,,
1994-01-27,USGS,02266200,4.00,93.82,,,
1994-01-28,USGS,02266200,4.00,93.82,,,
1994-01-29,USGS,02266200,4.00,93.82,,,
1994-01-30,USGS,02266200,4.10,93.82,,,
1994-01-31,USGS,02266200,4.50,93.86,,,
1994-02-01,USGS,02266200,4.70,93.88,,,
1994-02-02,USGS,02266200,4.80,93.88,,,
1994-02-03,USGS,02266200,4.80,93.87,,,
1994-02-04,USGS,02266200,4.70,93.87,,,
1994-02-05,USGS,02266200,4.60,93.86,,,
1994-02-06,USGS,02266200,4.50,93.85,,,
1994-02-07,USGS,02266200,4.50,93.84,,,
1994-02-08,USGS,02266200,4.30,93.83,,,
1994-02-09,USGS,02266200,4.20,93.82,,,
1994-02-10,USGS,02266200,4.20,93.80,,,
1994-02-11,USGS,02266200,4.10,93.80,,,
1994-02-12,USGS,02266200,4.00,93.79,,,
1994-02-13,USGS,02266200,4.20,93.80,,,
1994-02-14,USGS,02266200,4.40,93.81,,,
1994-02-15,USGS,02266200,4.40,93.81,,,
1994-02-16,USGS,02266200,4.30,93.80,,,
1994-02-17,USGS,02266200,4.30,93.80,,,
1994-02-18,USGS,02266200,4.60,93.82,,,
1994-02-19,USGS,02266200,4.80,93.84,,,
1994-02-20,USGS,02266200,5.00,93.85,,,
1994-02-21,USGS,02266200,5.00,93.85,,,
1994-02-22,USGS,02266200,5.10,93.85,,,
1994-02-23,USGS,02266200,5.00,93.84,,,
1994-02-24,USGS,02266200,4.90,93.83,,,
1994-02-25,USGS,02266200,4.80,93.82,,,
1994-02-26,USGS,02266200,4.80,93.81,,,
1994-02-27,USGS,02266200,4.70,93.80,,,
1994-02-28,USGS,02266200,4.50,93.79,,,
1994-03-01,USGS,02266200,4.40,93.78,,,
1994-03-02,USGS,02266200,4.90,93.81,,,
1994-03-03,USGS,02266200,5.50,93.86,,,
1994-03-04,USGS,02266200,5.60,93.87,,,
1994-03-05,USGS,02266200,5.70,93.87,,,
1994-03-06,USGS,02266200,5.70,93.86,,,
1994-03-07,USGS,02266200,5.60,93.86,,,
1994-03-08,USGS,02266200,5.50,93.85,,,
1994-03-09,USGS,02266200,5.20,93.84,,,
1994-03-10,USGS,02266200,5.20,93.83,,,
1994-03-11,USGS,02266200,5.00,93.82,,,
1994-03-12,USGS,02266200,4.80,93.80,,,
1994-03-13,USGS,02266200,4.50,93.79,,,
1994-03-14,USGS,02266200,4.30,93.77,,,
1994-03-15,USGS,02266200,4.10,93.76,,,
1994-03-16,USGS,02266200,3.90,93.74,,,
1994-03-17,USGS,02266200,3.70,93.72,,,
1994-03-18,USGS,02266200,3.50,93.70,,,
1994-03-19,USGS,02266200,3.30,93.68,,,
1994-03-20,USGS,02266200,3.10,93.67,,,
1994-03-21,USGS,02266200,2.90,93.65,,,
1994-03-22,USGS,02266200,2.80,93.64,,,
1994-03-23,USGS,02266200,2.60,93.62,,,
1994-03-24,USGS,02266200,2.50,93.60,,,
1994-03-25,USGS,02266200,2.30,93.59,,,
1994-03-26,USGS,02266200,2.20,93.57,,,
1994-03-27,USGS,02266200,2.10,93.57,,,
1994-03-28,USGS,02266200,2.10,93.56,,,
1994-03-29,USGS,02266200,2.00,93.55,,,
1994-03-30,USGS,02266200,1.90,93.54,,,
1994-03-31,USGS,02266200,1.80,93.53,,,
1994-04-01,USGS,02266200,1.70,93.52,,,
1994-04-02,USGS,02266200,1.60,93.50,,,
1994-04-03,USGS,02266200,1.50,93.48,,,
1994-04-04,USGS,02266200,1.40,93.47,,,
1994-04-05,USGS,02266200,1.30,93.45,,,
1994-04-06,USGS,02266200,1.20,93.44,,,
1994-04-07,USGS,02266200,1.10,93.42,,,
1994-04-08,USGS,02266200,1.10,93.41,,,
1994-04-09,USGS,02266200,1.00,93.40,,,
1994-04-10,USGS,02266200,0.90,93.38,,,
1994-04-11,USGS,02266200,0.79,93.37,,,
1994-04-12,USGS,02266200,0.72,93.35,,,
1994-04-13,USGS,02266200,0.64,93.33,,,
1994-04-14,USGS,02266200,0.54,93.32,,,
1994-04-15,USGS,02266200,0.45,93.30,,,
1994-04-16,USGS,02266200,0.37,93.28,,,
1994-04-17,USGS,02266200,0.28,93.26,,,
1994-04-18,USGS,02266200,0.22,93.24,,,
1994-04-19,USGS,02266200,0.17,93.22,,,
1994-04-20,USGS,02266200,0.12,93.20,,,
1994-04-21,USGS,02266200,0.06,93.19,,,
1994-04-22,USGS,02266200,0.33,93.28,,,
1994-04-23,USGS,02266200,0.40,93.30,,,
1994-04-24,USGS,02266200,0.49,93.33,,,
1994-04-25,USGS,02266200,0.45,93.33,,,
1994-04-26,USGS,02266200,0.40,93.31,,,
1994-04-27,USGS,02266200,0.38,93.31,,,
1994-04-28,USGS,02266200,0.31,93.30,,,
1994-04-29,USGS,02266200,0.26,93.28,,,
1994-04-30,USGS,02266200,0.20,93.26,,,
1994-05-01,USGS,02266200,0.12,93.23,,,
1994-05-02,USGS,02266200,0.03,93.21,,,
1994-05-03,USGS,02266200,0.11,93.22,,,
1994-05-04,USGS,02266200,0.91,93.39,,,
1994-05-05,USGS,02266200,1.00,93.42,,,
1994-05-06,USGS,02266200,1.00,93.41,,,
1994-05-07,USGS,02266200,0.89,93.39,,,
1994-05-08,USGS,02266200,0.78,93.37,,,
1994-05-09,USGS,02266200,0.69,93.36,,,
1994-05-10,USGS,02266200,0.61,93.34,,,
1994-05-11,USGS,02266200,0.55,93.33,,,
1994-05-12,USGS,02266200,0.43,93.31,,,
1994-05-13,USGS,02266200,0.33,93.29,,,
1994-05-14,USGS,02266200,0.27,93.27,,,
1994-05-15,USGS,02266200,0.20,93.25,,,
1994-05-16,USGS,02266200,0.10,93.22,,,
1994-05-17,USGS,02266200,0.04,93.20,,,
1994-05-18,USGS,02266200,0.00,93.19,,,
1994-05-19,USGS,02266200,0.00,93.18,,,
1994-05-20,USGS,02266200,0.00,93.17,,,
1994-05-21,USGS,02266200,0.00,93.14,,,
1994-05-22,USGS,02266200,0.00,93.10,,,
1994-05-23,USGS,02266200,0.00,93.06,,,
1994-05-24,USGS,02266200,0.00,93.01,,,
1994-05-25,USGS,02266200,0.00,92.96,,,
1994-05-26,USGS,02266200,0.00,92.90,,,
1994-05-27,USGS,02266200,0.00,92.84,,,
1994-05-28,USGS,02266200,0.00,92.79,,,
1994-05-29,USGS,02266200,0.00,92.76,,,
1994-05-30,USGS,02266200,0.00,92.83,,,
1994-05-31,USGS,02266200,0.00,92.88,,,
1994-06-01,USGS,02266200,0.00,92.95,,,
1994-06-02,USGS,02266200,0.00,92.99,,,
1994-06-03,USGS,02266200,0.00,93.02,,,
1994-06-04,USGS,02266200,0.00,93.01,,,
1994-06-05,USGS,02266200,0.00,93.02,,,
1994-06-06,USGS,02266200,0.00,93.06,,,
1994-06-07,USGS,02266200,0.00,93.16,,,
1994-06-08,USGS,02266200,0.25,93.26,,,
1994-06-09,USGS,02266200,0.67,93.35,,,
1994-06-10,USGS,02266200,0.81,93.38,,,
1994-06-11,USGS,02266200,0.81,93.38,,,
1994-06-12,USGS,02266200,0.85,93.39,,,
1994-06-13,USGS,02266200,0.96,93.40,,,
1994-06-14,USGS,02266200,1.00,93.41,,,
1994-06-15,USGS,02266200,1.00,93.42,,,
1994-06-16,USGS,02266200,1.20,93.44,,,
1994-06-17,USGS,02266200,4.60,93.78,,,
1994-06-18,USGS,02266200,7.60,93.99,,,
1994-06-19,USGS,02266200,8.50,94.05,,,
1994-06-20,USGS,02266200,8.80,94.06,,,
1994-06-21,USGS,02266200,8.80,94.06,,,
1994-06-22,USGS,02266200,8.80,94.06,,,
1994-06-23,USGS,02266200,8.50,94.04,,,
1994-06-24,USGS,02266200,7.90,94.01,,,
1994-06-25,USGS,02266200,7.30,93.97,,,
1994-06-26,USGS,02266200,6.70,93.93,,,
1994-06-27,USGS,02266200,6.00,93.88,,,
1994-06-28,USGS,02266200,5.40,93.84,,,
1994-06-29,USGS,02266200,5.00,93.80,,,
1994-06-30,USGS,02266200,5.00,93.80,,,
1994-07-01,USGS,02266200,5.10,93.81,,,
1994-07-02,USGS,02266200,5.10,93.81,,,
1994-07-03,USGS,02266200,4.90,93.80,,,
1994-07-04,USGS,02266200,5.90,93.87,,,
1994-07-05,USGS,02266200,6.70,93.92,,,
1994-07-06,USGS,02266200,6.90,93.93,,,
1994-07-07,USGS,02266200,7.10,93.95,,,
1994-07-08,USGS,02266200,7.10,93.95,,,
1994-07-09,USGS,02266200,6.90,93.93,,,
1994-07-10,USGS,02266200,6.50,93.91,,,
1994-07-11,USGS,02266200,6.00,93.87,,,
1994-07-12,USGS,02266200,5.40,93.83,,,
1994-07-13,USGS,02266200,4.90,93.79,,,
1994-07-14,USGS,02266200,4.60,93.77,,,
1994-07-15,USGS,02266200,4.40,93.75,,,
1994-07-16,USGS,02266200,4.50,93.76,,,
1994-07-17,USGS,02266200,4.30,93.74,,,
1994-07-18,USGS,02266200,4.10,93.72,,,
1994-07-19,USGS,02266200,3.80,93.69,,,
1994-07-20,USGS,02266200,3.50,93.67,,,
1994-07-21,USGS,02266200,3.20,93.63,,,
1994-07-22,USGS,02266200,3.10,93.62,,,
1994-07-23,USGS,02266200,2.90,93.60,,,
1994-07-24,USGS,02266200,3.50,93.67,,,
1994-07-25,USGS,02266200,5.00,93.80,,,
1994-07-26,USGS,02266200,6.60,93.91,,,
1994-07-27,USGS,02266200,7.20,93.97,,,
1994-07-28,USGS,02266200,7.40,93.98,,,
1994-07-29,USGS,02266200,7.60,93.99,,,
1994-07-30,USGS,02266200,7.60,93.99,,,
1994-07-31,USGS,02266200,7.90,94.01,,,
1994-08-01,USGS,02266200,8.10,94.02,,,
1994-08-02,USGS,02266200,8.10,94.02,,,
1994-08-03,USGS,02266200,8.10,94.02,,,
1994-08-04,USGS,02266200,8.60,94.05,,,
1994-08-05,USGS,02266200,8.80,94.06,,,
1994-08-06,USGS,02266200,8.80,94.06,,,
1994-08-07,USGS,02266200,8.80,94.06,,,
1994-08-08,USGS,02266200,8.50,94.05,,,
1994-08-09,USGS,02266200,8.20,94.03,,,
1994-08-10,USGS,02266200,7.90,94.01,,,
1994-08-11,USGS,02266200,8.10,94.02,,,
1994-08-12,USGS,02266200,8.60,94.05,,,
1994-08-13,USGS,02266200,8.90,94.07,,,
1994-08-14,USGS,02266200,9.20,94.08,,,
1994-08-15,USGS,02266200,9.30,94.08,,,
1994-08-16,USGS,02266200,10.0,94.11,,,
1994-08-17,USGS,02266200,10.0,94.12,,,
1994-08-18,USGS,02266200,10.0,94.12,,,
1994-08-19,USGS,02266200,10.0,94.11,,,
1994-08-20,USGS,02266200,9.90,94.11,,,
1994-08-21,USGS,02266200,9.50,94.09,,,
1994-08-22,USGS,02266200,9.00,94.07,,,
1994-08-23,USGS,02266200,8.60,94.05,,,
1994-08-24,USGS,02266200,8.50,94.04,,,
1994-08-25,USGS,02266200,8.20,94.03,,,
1994-08-26,USGS,02266200,8.30,94.04,,,
1994-08-27,USGS,02266200,10.0,94.12,,,
1994-08-28,USGS,02266200,11.0,94.14,,,
1994-08-29,USGS,02266200,11.0,94.14,,,
1994-08-30,USGS,02266200,10.0,94.12,,,
1994-08-31,USGS,02266200,9.40,94.09,,,
1994-09-01,USGS,02266200,8.70,94.06,,,
1994-09-02,USGS,02266200,8.10,94.02,,,
1994-09-03,USGS,02266200,7.50,93.99,,,
1994-09-04,USGS,02266200,7.10,93.96,,,
1994-09-05,USGS,02266200,6.80,93.94,,,
1994-09-06,USGS,02266200,6.30,93.90,,,
1994-09-07,USGS,02266200,5.80,93.87,,,
1994-09-08,USGS,02266200,5.40,93.84,,,
1994-09-09,USGS,02266200,5.10,93.82,,,
1994-09-10,USGS,02266200,4.80,93.79,,,
1994-09-11,USGS,02266200,4.60,93.78,,,
1994-09-12,USGS,02266200,5.50,93.85,,,
1994-09-13,USGS,02266200,6.40,93.91,,,
1994-09-14,USGS,02266200,7.90,94.01,,,
1994-09-15,USGS,02266200,9.40,94.08,,,
1994-09-16,USGS,02266200,14.0,94.22,,,
1994-09-17,USGS,02266200,19.0,94.33,,,
1994-09-18,USGS,02266200,22.0,94.38,,,
1994-09-19,USGS,02266200,23.0,94.40,,,
1994-09-20,USGS,02266200,25.0,94.44,,,
1994-09-21,USGS,02266200,28.0,94.48,,,
1994-09-22,USGS,02266200,30.0,94.50,,,
1994-09-23,USGS,02266200,29.0,94.49,,,
1994-09-24,USGS,02266200,28.0,94.48,,,
1994-09-25,USGS,02266200,28.0,94.48,,,
1994-09-26,USGS,02266200,29.0,94.49,,,
1994-09-27,USGS,02266200,30.0,94.50,,,
1994-09-28,USGS,02266200,31.0,94.51,,,
1994-09-29,USGS,02266200,30.0,94.50,,,
1994-09-30,USGS,02266200,29.0,94.49,,,
1994-10-01,USGS,02266200,28.0,94.48,,,
1994-10-02,USGS,02266200,29.0,94.49,,,
1994-10-03,USGS,02266200,29.0,94.49,,,
1994-10-04,USGS,02266200,30.0,94.50,,,
1994-10-05,USGS,02266200,29.0,94.48,,,
1994-10-06,USGS,02266200,27.0,94.46,,,
1994-10-07,USGS,02266200,25.0,94.44,,,
1994-10-08,USGS,02266200,24.0,94.42,,,
1994-10-09,USGS,02266200,23.0,94.39,,,
1994-10-10,USGS,02266200,21.0,94.37,,,
1994-10-11,USGS,02266200,20.0,94.36,,,
1994-10-12,USGS,02266200,22.0,94.38,,,
1994-10-13,USGS,02266200,21.0,94.37,,,
1994-10-14,USGS,02266200,20.0,94.35,,,
1994-10-15,USGS,02266200,18.0,94.32,,,
1994-10-16,USGS,02266200,17.0,94.30,,,
1994-10-17,USGS,02266200,16.0,94.28,,,
1994-10-18,USGS,02266200,15.0,94.25,,,
1994-10-19,USGS,02266200,14.0,94.23,,,
1994-10-20,USGS,02266200,13.0,94.21,,,
1994-10-21,USGS,02266200,12.0,94.18,,,
1994-10-22,USGS,02266200,11.0,94.16,,,
1994-10-23,USGS,02266200,11.0,94.14,,,
1994-10-24,USGS,02266200,10.0,94.12,,,
1994-10-25,USGS,02266200,9.70,94.10,,,
1994-10-26,USGS,02266200,9.20,94.08,,,
1994-10-27,USGS,02266200,9.00,94.07,,,
1994-10-28,USGS,02266200,8.80,94.06,,,
1994-10-29,USGS,02266200,9.00,94.07,,,
1994-10-30,USGS,02266200,9.00,94.07,,,
1994-10-31,USGS,02266200,8.80,94.06,,,
1994-11-01,USGS,02266200,8.60,94.05,,,
1994-11-02,USGS,02266200,8.30,94.03,,,
1994-11-03,USGS,02266200,7.90,94.01,,,
1994-11-04,USGS,02266200,7.70,94.00,,,
1994-11-05,USGS,02266200,7.50,93.99,,,
1994-11-06,USGS,02266200,7.30,93.97,,,
1994-11-07,USGS,02266200,7.00,93.95,,,
1994-11-08,USGS,02266200,6.80,93.94,,,
1994-11-09,USGS,02266200,6.60,93.92,,,
1994-11-10,USGS,02266200,6.30,93.91,,,
1994-11-11,USGS,02266200,6.20,93.90,,,
1994-11-12,USGS,02266200,6.00,93.89,,,
1994-11-13,USGS,02266200,5.90,93.88,,,
1994-11-14,USGS,02266200,5.70,93.87,,,
1994-11-15,USGS,02266200,5.80,93.87,,,
1994-11-16,USGS,02266200,12.0,94.15,,,
1994-11-17,USGS,02266200,22.0,94.38,,,
1994-11-18,USGS,02266200,26.0,94.45,,,
1994-11-19,USGS,02266200,28.0,94.47,,,
1994-11-20,USGS,02266200,28.0,94.47,,,
1994-11-21,USGS,02266200,28.0,94.48,,,
1994-11-22,USGS,02266200,28.0,94.47,,,
1994-11-23,USGS,02266200,26.0,94.45,,,
1994-11-24,USGS,02266200,25.0,94.43,,,
1994-11-25,USGS,02266200,24.0,94.41,,,
1994-11-26,USGS,02266200,22.0,94.39,,,
1994-11-27,USGS,02266200,21.0,94.37,,,
1994-11-28,USGS,02266200,20.0,94.36,,,
1994-11-29,USGS,02266200,19.0,94.34,,,
1994-11-30,USGS,02266200,18.0,94.32,,,
1994-12-01,USGS,02266200,17.0,94.31,,,
1994-12-02,USGS,02266200,17.0,94.29,,,
1994-12-03,USGS,02266200,16.0,94.27,,,
1994-12-04,USGS,02266200,15.0,94.25,,,
1994-12-05,USGS,02266200,15.0,94.26,,,
1994-12-06,USGS,02266200,15.0,94.26,,,
1994-12-07,USGS,02266200,15.0,94.25,,,
1994-12-08,USGS,02266200,15.0,94.24,,,
1994-12-09,USGS,02266200,14.0,94.24,,,
1994-12-10,USGS,02266200,14.0,94.23,,,
1994-12-11,USGS,02266200,14.0,94.22,,,
1994-12-12,USGS,02266200,14.0,94.23,,,
1994-12-13,USGS,02266200,14.0,94.23,,,
1994-12-14,USGS,02266200,14.0,94.22,,,
1994-12-15,USGS,02266200,13.0,94.21,,,
1994-12-16,USGS,02266200,13.0,94.20,,,
1994-12-17,USGS,02266200,13.0,94.19,,,
1994-12-18,USGS,02266200,12.0,94.19,,,
1994-12-19,USGS,02266200,12.0,94.18,,,
1994-12-20,USGS,02266200,11.0,94.16,,,
1994-12-21,USGS,02266200,12.0,94.18,,,
1994-12-22,USGS,02266200,13.0,94.22,,,
1994-12-23,USGS,02266200,15.0,94.25,,,
1994-12-24,USGS,02266200,16.0,94.28,,,
1994-12-25,USGS,02266200,16.0,94.28,,,
1994-12-26,USGS,02266200,15.0,94.27,,,
1994-12-27,USGS,02266200,15.0,94.27,,,
1994-12-28,USGS,02266200,15.0,94.25,,,
1994-12-29,USGS,02266200,14.0,94.24,,,
1994-12-30,USGS,02266200,13.0,94.23,,,
1994-12-31,USGS,02266200,13.0,94.21,,,
1995-01-01,USGS,02266200,13.0,94.20,,,
1995-01-02,USGS,02266200,12.0,94.19,,,
1995-01-03,USGS,02266200,12.0,94.18,,,
1995-01-04,USGS,02266200,11.0,94.16,,,
1995-01-05,USGS,02266200,11.0,94.15,,,
1995-01-06,USGS,02266200,10.0,94.13,,,
1995-01-07,USGS,02266200,10.0,94.12,,,
1995-01-08,USGS,02266200,10.0,94.13,,,
1995-01-09,USGS,02266200,10.0,94.12,,,
1995-01-10,USGS,02266200,9.80,94.11,,,
1995-01-11,USGS,02266200,9.50,94.10,,,
1995-01-12,USGS,02266200,8.90,94.08,,,
1995-01-13,USGS,02266200,8.70,94.07,,,
1995-01-14,USGS,02266200,8.60,94.07,,,
1995-01-15,USGS,02266200,9.00,94.09,,,
1995-01-16,USGS,02266200,9.90,94.12,,,
1995-01-17,USGS,02266200,10.0,94.13,,,
1995-01-18,USGS,02266200,10.0,94.13,,,
1995-01-19,USGS,02266200,10.0,94.14,,,
